tweet,true_label,model_label,model_prob
Mental shoot out ends. Silent pause. Sirens start 🚨 Always so perfectly timed 🚔🚓👍🏽 #LineOfDuty #LineofDuty6 #LOD6 #LOD,1,1,0.9960359
Love being called the devil for taking away someone’s phone at summer school🤗🤗🤗,1,1,0.994689
everyone pls stop shooting fireworks my dog is scared :(,1,0,0.9993414
I love days when Rob works short call and is only at the hospital for *checks watch* 13 hours.,1,1,0.99471563
@tedcruz @Dream worst timeline,1,1,0.98855865
@BBCAMERICA Thanks for disrupting your narrative continuity with commercial break previews. #SpoilerAlert,1,1,0.98399204
"i love how i literally just finished watching the fifth hp film and then turned to my mum and said ""love a good bit of character death on a sunday :)""
the dsmp lore has utterly ruined my attachment to characters and how i see stories now. i am a broken woman.",1,0,0.99231863
i went outside today and suddenly my depression is cured,1,1,0.90350574
Can’t wait to be back at uni so I can order more shoes and clothes without my mum telling me off x,1,1,0.9910648
love when the train stops in philly and everybody boards and of a sudden it smells like a ham sandwich,1,1,0.9954125
"Thanks @Tesco for not informing me that my click and collect order had been cancelled when my account says it's ready to collect my partner has had to travel unnecessarily to Stafford and we still don't have our shopping, good diet I guess having to wait for my 26th delivery slot https://t.co/xq9oXEkw8o",1,1,0.94214666
My dream is to be left alone.,1,0,0.9990133
@lora__ SHOCKED. How am I supposed to tell the kids they're not going to Disneyland on June 21st after all? It's already been cancelled 36 times! https://t.co/SV8gpPn6yw,1,0,0.9994554
@BorisJohnson @MattHancock Oh really?,1,1,0.99618334
we happy!!!!!!!!!!,1,0,0.9986879
"first day of work, and i’ve already cried on the job 👍",1,1,0.7242148
The fact I nearly froze on my way to work this morning is definitely a sign it's not summer anymore #freezing,1,0,0.70658255
"Damn, imagine being vaxxed and then getting a cold and then losing your taste and smell.

Oh wait.",1,0,0.82656556
Is this first Cybex isokinetic dynamometer? @DrAndrewBateman #PRS2021,1,1,0.9944206
"how you gonna ask me how i’m doing “on this fine labor day” while you’re off, as I’m ringing you out, on labor day.
how do you think i am 💀",1,0,0.9988508
apparently it’s national siblings day? idgaf 💀,1,1,0.9766916
Worked out 2 days in a row. I am quite literally the epitome of health and fitness,1,0,0.9991252
yes i have little interest in doing things that applies to me,1,1,0.81610334
If you ever wanted to know what it feels like to have dyslexia I would recommend the book House of Leaves.,1,0,0.9585291
"@DanielIngolfur @The_Timbrodini @ViQueen55 @tedcruz I know, right? He even wanted poor people to be healthy, because he was basically a fucking communist. What a hippie.",1,0,0.99921906
"@DylanPetit17 @jaredj5 Let's listen to Dylan Petit over actually doctors, biologists and epidemiologists. 🙄",1,1,0.9942114
Don't let people walk all over you. Or breathe on you. Either one.,1,0,0.9991628
Kepa had a great game,1,1,0.95393384
I am starting off my day by watching a Dragons Den special on Deborah Meaden and eating a Pot Noodle. My life is perfect.,1,1,0.79913783
"@Moffstovoi Well done! With the better coaching now available, can we expect a decent wee victory tomorrow? 😅",1,1,0.99263704
@stockwa16053563 @PeterGWall @michael_saylor Michael Saylor is efficient in his line of questioning. Feels like more an interrogation 😂⭕️,1,1,0.988957
"I'd like to thank middle aged men watching the Olympics for solving the mental health crisis. Getting someone to shout ""get some perspective"" at every athlete struggling with anxiety will definitely solve their problem.",1,1,0.99430746
does ur dad hate you for no reason or are you normal?,1,0,0.9982041
I miss walking up 3 flights of stairs for class and having to catch my breath in the bathroom 😩,1,0,0.99938345
this is my 3rd time taking a biology course and it’s so EASY wow i love biology so much i’m so glad i’m so good at this subject.,1,0,0.9141035
Hot dog eating contest as a form of assisted suicide,1,1,0.99699473
Being 20 years old and going to concerts with my mom means I can scream all the no-no lyrics bc iM aN aDuLt,1,0,0.9994653
it'd be nice if missguided actually had stock for once🙂🙂🙂,1,0,0.5503456
first game not starting when it's supposed to? a UCF tradition,1,0,0.752049
Having a bad week but what else is new!! At least I finally got paid 💕😭,1,0,0.95566034
im about to just walk into a place and start working then and there and they'll have no choice but to hire me on the spot,1,1,0.9551637
just stuck my entire hand in a hot oven without thinking about the consequences. self preservation is clearly my strong suit,1,0,0.9988794
Turnover is the best band to cry to/drive to/daydream to/fall asleep to/ reminisce to/die to,1,1,0.9884079
"Congratulations to Trump on his second impeachment. It’s a tremendous achievement borne of hard work, focus and dedication. Record breaking. Historic. Bigly. #ImpeachmentDay #TrumpImpeachment2",1,1,0.9235077
yeah i enjoy some oregano on a nice pasta dinner (dumps oregano on mac n cheese),1,1,0.98588526
everytime i swipe through bumble when i’m bored i just get sad that no one has the same complex interests as me….rude 😤🙄 /j,1,0,0.9993718
Sitting next to the world's loudest mouth-breather on the first day of class did a really good job of demystifying grad school for me today,1,0,0.6232638
every date I go on I get a little scared will be phone swap,1,1,0.97806966
Nothing warms my heart more than seeing everybody come together and attack Westside’s administration ❤️ #WycoPride #YeeYee,1,1,0.99426043
"Blatantly obvious that Lionel Messi is now set for a move to Leeds.

The Newell’s old boys network.",1,0,0.99917233
"Can’t wait to get home take a big ass antihistamine and roll in some topical steroids.

Damn it, skin! What did I ever do to you?!?!",1,0,0.68224233
"“tit for tat, butter for fat, you kill my dog, i eat your cat” is a liberian proverb for “an eye for an eye”. my ancestors were spittin’",1,0,0.997315
@Chris_Ransom @CityView1904 @Uzzell01 @BBCSport Aware she was not a tennis player when she left Canada at 2 yrs old?? aware she did not pick up a tennis racket until 6 years old??.aware last12 years trained at the same tennis club in Bromley Kent England??the girl is British no haters or doubters will take that away from her,1,0,0.99908817
was not aware that Crocs were appropriate business casual attire.,1,1,0.9856808
"On a scale from 1 to 10 how deeply was your childhood influenced by the Hannah Montana 2: Meet Miley Cyrus double album?

This is for research purposes.",1,0,0.99944407
"Oh? You're a real anime fan? Name all the Boku no Pico characters, I'll wait.",1,0,0.9957955
@kidcuisine98 Based confidence and believing in proper eye contact-pilled!,1,0,0.9840412
Replace Pelosi #Nancy,1,0,0.9987533
"oh sure, the mic’d up pitcher at the MLB all-star game can say “god dammit” but when my 13 year old softball player says it she gets a “language warning” 😂",1,0,0.97628605
@SrutisJay one of them smonks weed so it's super worth it /s,1,1,0.9933335
@Dancruz07 Sureeeeeee you do,1,1,0.98971367
"Bart is closed rn in Oakland so I can’t go to work, I’m so upset....",1,0,0.9994124
Just redownloaded the @achievement app - let's see if it improves my exercise routine!,1,0,0.9993812
"Just signed up for Apple's Ping, told it I like 'classical' and it points me towards Lady Gaga. It takes a certain genius to be this crap.",1,0,0.99935
i’m going to cut off contact with every single person i know and emerge in a few months o a year from now having lost the ability to physically speak but be able to play the meanest fucking accordion you’ve ever heard in your pathetic little life,1,0,0.99925953
It’s funny that you guys thought sports mattered during a pandemic. I simply can not imagine caring about a winning streak rn.,1,0,0.8802653
"ah yes, of the course the summer rain pours when im on foot.",1,1,0.99550736
Keanu reeves is killing his role in ozark season 3,1,0,0.9992724
getting stopped by tesco security is the highlight of my day,1,1,0.9956637
Yay for being locked out of your own  house because you forgot your key,1,1,0.99499255
craving an ice pick lobotomy on this Friday afternoon,1,1,0.9965609
my favorite thing about my grandparents is that they're so afraid to talk about me being gay that our catch up phone calls are incredibly short 💘,1,0,0.99394363
My coworkers play this fun game where they try to describe bars in la crosse &amp; have me guess which one they’re talking about,1,0,0.9992403
The fair-weather fans in all of these threads. Wake up call. Fleury is a human being. Surprise!,1,1,0.73182
"@traves whoa! that's a little too crazy man, slow down",1,0,0.9987085
"Wow. Liam Neeson is coming across as a rational man,isn't he!!?",1,1,0.9948043
"No joke, air-fried Twisted Teas are THE BEST.",1,0,0.999065
"I find it hilarious that ‘black and white’ or ‘all or nothing’ thinking is considered a cognitive distortion and is a symptom of several disorders, and yet it remains a pillar of American (and Western) culture.

It’s almost like…. our culture is toxic 🤔",1,0,0.99932134
It would be nice if my body would let me sleep...,1,0,0.77479494
"@Mythical So worried about him. But if you're looking to save him, based on the topography I'd say it's somewhere on the east coast. Perhaps the Carolinas?",1,0,0.9993703
All the shade i have been hearing about Ben Platt being unbelievable as a teenager in the @DearEvanHansen movie  boggles me.  Does nobody have any memories of Grease???  Name 1 actor on that film who believably looked high school age!,1,0,0.99940586
Drum and bass is dangerous stuff don't you know.. #FabricReview 🙏🏻🙏🏻🙏🏻,1,0,0.9974956
the manliest thing I can think of is when the men from the World Cup passionately sing their national anthem,1,0,0.99935
Love a good cry 👌🏻,1,1,0.99105144
Perfect way to end a 2+ hour @SunCountryAir deley: getting stuck on the tarmack at @mspairport waiting to go to a gate for almost an hour 🙄,1,1,0.9948402
"If your website still has a google plus share button, forgive me if I’m not tripping over myself to take your information as credible or current.",1,0,0.9993622
it's too bad i forgot how to play my clarinet so close to my recital,1,0,0.9992853
"but clinton's emails!
oh.
emm.
fucking.
gee.

clinton's god damnèd emails.

the humanity of it all.

🤮 https://t.co/cibY5Tn9s6",1,0,0.99929523
@goldfishbabe101 crispy all day every day over here ✌🏻,1,1,0.99095696
@adorinqdwt @dwtridesgnf Yes the racist is so cool!!!,1,1,0.9890506
Putting the toilet paper roll on so that it hangs under instead of over is a crime worthy of the death penalty,1,0,0.9993118
"Synthwave communities really love pessimism don't they haha
Any upbeat energy and people get upset at ya",1,0,0.92426276
@avsmph But how can we possibly deal with a human experience we haven't first relentlessly quantified???,1,0,0.9991246
"The Drew Barrymore Show is an absolute trainwreck. Like The Tony Danza Show, every two minutes is a clip for The Soup.",1,0,0.9993393
It's soooo great that I've taken pain medication and my back is still hurting 😩😩😩😩😩😩,1,1,0.9704506
Turned 25 today but woke up with $600 from the IRS in my bank account so quarter life crisis has been postponed,1,0,0.91296947
Only a a President as strong and decisive as @realDonaldTrump would force the FDA to OK a drug even before clinical trial results are in.  No need to wait for such silly formalities - people have been taking the drug for years and most are still alive and fine! #OkToTry #Gotrump https://t.co/IdxTJ7kucp,1,0,0.9991001
I reverse imaged searched a selfie and it under visually similar images it is exclusively asian woman my am I white passing narrative is quaking,1,0,0.6683545
also that jacket he wore yesterday i’m gonna rip my eyes out :/,1,0,0.9989441
"@kagune_kun despicable tweet, my liege",1,1,0.89747393
Lovely day to be stuck at the mall with a dead battery.,1,1,0.9858445
"So now that it's not getting banned, should I download TikTok?",1,0,0.99935514
"Horse dancing is my new favorite Olympic sport, I have no clue what’s happening, but this is incredible",1,0,0.9993772
I just love when Twitter decides to reload the timeline seconds after you just opened it up and are in the middle of reading it.,1,0,0.9917197
somebody tell these birds to be quiet because they not listening to me,1,0,0.982755
this bruh rly told me “Ur anger issues are my playground🥰”   so uhh hmu if u wana be friends bc i need new ones k thx(:,1,0,0.997584
this just in: phobias CAN be chosen and you CAN get rid of them by just not being scared! 🥰 /s,1,0,0.9973455
every time i send my mom pictures of me and one of my friends doing fun things the first question she asks is if we're on a date what are you trying to tell me mother,1,0,0.9984719
"Are GoFundMe accounts a form of socialism?  I don’t have enough money to pay my bills, so let me create an account an ask for money to help pay my bills. ??",1,0,0.99037313
not to alarm anyone but i just saw spider-man by uta,1,0,0.9994024
Tell the liverpool players to get some beers and just sit on the grass for the full 90 mins. Let leeds score as many goals as they want. #NoToEuropeanSuperLeague,1,0,0.9986357
Omg thank u for pointing out that I apologize too much 🙏,1,0,0.99926215
Imagine not liking football 🤣,1,0,0.99913114
@catboychika Aren't you happy I gave you less competition for ranking,1,1,0.9953205
"My dad just said to me, “Hey, you’re kinda skinny, can you slip behind the fridge to look at something?” and it might be the nicest compliment I’ve ever gotten. So guys, go tell your girl you think she’s kinda skinny🥰",1,0,0.99933547
"Someone in the pub just described the England team as ""a bunch of Marxists"". Makes you proud doesn't it?",1,0,0.9984425
"Yay - snow day, I can work from home - oh wait....",1,1,0.9940555
"the audacity of the neighbors to mow the lawn while i'm trying to sleep, at 6:30pm",1,0,0.997736
"You’re all sickos for being mean to Trump so much for the tolerant left 🙄

anyways George Floyd had it coming",1,0,0.9985353
Gosh sunderland twitter is a fun place to be tonight isn't it. One game. One game!!!,1,1,0.9879913
If only people would care as much about poverty and social equality the way they do jumping up and down for Team Remain or Team Leave.,1,1,0.9760666
i hate it here ❤️❤️❤️❤️❤️,1,0,0.9991543
"When you're feeling all in your feelings, but a certain BEST FRIEND is making you see reason, and maybe you'll be okay. So damn rude. 😤 @LadyDeadlight",1,0,0.9993886
Love it wen people try and stop my friends seeing me! Looooolll.,1,1,0.9935607
2 x sand eating toddlers for sale. No previous owners. DM for details x,1,0,0.9850189
"Day 2348 in lockdown. Never in my life did I think I would utter the words ""I've disinfected the chocolate"". #coronalockdownuk",1,0,0.99796474
@TheLunaCinema @seetickets absolutely no response from Luna Cinema and my completely factual review on See Tickets has been moderated and will not be published 🤔 great to see @seetickets looking out for their customers. Excellent customer service all round 👏,1,1,0.9934783
"So our landlord just brought in new sofas which is lovely but in the process broke a table, someone’s cup and spilt tea on the carpet and left saying “you should probably clean that up” thanks Darren 🖕🏼",1,0,0.99829143
Thank you to @OrchardMead for organising pizza and ice cream! It was a lovely end of year gesture 😁💕 Happy holidays everyone - time to collect our time owed in lieu! 😅 #summerholidays https://t.co/324jzGSElj,1,1,0.9846401
Yes you can break all the rules for Christmas and risk serious fines and killing your loved ones with a deadly virus OR you could ✨stay at home✨,1,1,0.99286324
Entry level jobs that require 3 years prior experience 💕💕 ly 💕💕,1,0,0.8617192
Anyone else hear some like thunder or something?,1,0,0.9969313
why is the weather having a mid life crisis,1,1,0.9947713
"Roses are Red
Violets are Blue
My first love was Championship Manager
Tommy Svindal Larsen and Kennedy Bakircioglu 

#HappyValentinesDay",1,0,0.9994093
When your @Apple delivery gets stolen by a UK Mail delivery driver and the police know who it is but I still don’t get taken seriously🙃🙃🙃,1,0,0.99929965
Cheers @ASOS delivery lady for dropping my parcel off covered in coffee 😒👌🏼 https://t.co/UzY4gJS9DE,1,1,0.994518
"""coping strategies to help with tinnitus and hearing loss: see a doctor!"" Wow thanks internet",1,1,0.98340905
I love how men know they have a baby on the way in one month and they decide to go out and buy a brand new mustang wow,1,0,0.7346881
"Both kiddos have a cold I don't feel good and now I think my oldest is having stomach issues, oh what a fun night!",1,0,0.99733365
"So, a country that is trillions in debt, with numbers approaching 13 million on surgical waiting lists and hurtling towards facism regime, is talking about rescuing people from a facist regime?",1,0,0.99893934
"It's nice to see some heritage organisations are doing the right thing and putting the safety of their staff, visitors and volunteers first. Wonder what that's like...
...for reasons, this is aimed at nobody.",1,1,0.993916
you would think the odds of me sitting next to the exact same stinky man three bus trips in a row is highly unlikely. alas I seem to be a lucky gal,1,0,0.9992373
the only ppl who should be worried about Biden’s tax plan r the ones who get gifts for easter,1,1,0.9271514
Always glad to live in Kent 🙈🙈,1,1,0.991338
This is awkward... @hollywills is a Diet Coke ambassador 🤯. #ThisMorning,1,0,0.9994337
"Thinking about that time Blizzard had the brilliant idea to change everyone's name on their forums to their real names. God, what an idea that was.",1,0,0.9993839
It’s so fantastic when you pay £800 a month to live in London in a fully refurbished house and wake up with water dripping on you from the upstairs en suite XXXXXX,1,1,0.9895175
Just disposed of a dead opossum. Good morning!,1,0,0.99724185
"Thanks to India for being so inept. I was hoping for a full day of cricket, got snacks and everything. Cheers. You could have at least tried. #bbccricket #INDvENG #ENGvsIND #Cricket",1,1,0.99434054
i hope u sleep maybe forever maybe not  lol,1,0,0.99311066
"I can't wait to name my children after things I will never have. 
My daughter will be Hope. 
My son will be PS5 because that shit is expensive.",1,0,0.9982054
it's funny my mom thinks i possess no remorse when i feel remorse everyday for existing 😎,1,0,0.9981285
who needs an alarm when u can have the low rumbling voice of a stranger to wake u up in the morning 🥰,1,0,0.99594563
where can I hand my notice in for mental illness? been working at the same thing for way too long and it’s time for a change.,1,0,0.9993754
"@MailOnline Another misogynistic, homophobic rapper.. how shocking!",1,1,0.9913517
"We get it ESPN. Sawx and Yanks. 

Let's go meteor.",1,0,0.9850133
"head is pounding, spent £25 on ubers last night and I have a 3000 word report to write :) yippee x",1,0,0.99846387
Inspired by the ‘dinner with Jay Z’ guy still going strong. I choose now to believe him,1,0,0.8532284
"You know what makes a 15 minute wait for the bus even better, rum leaking all over the contents of your bag 🙈😫",1,1,0.97361124
@cassieecote413 you can copy mine,1,1,0.7818044
"For a good laugh, follow me over on @vsheltonsports to see my best attempt at covering sports business news for class this semester.",1,0,0.9993924
First day of school and spectrum internet has already shit itself. Amazing,1,1,0.9955485
alllllll nighter. woohoo,1,1,0.9880421
"""Alexa add small bananas to the shopping list."" I've added smooth armours to your shopping list."" Gee thanks Alexa! #alexa",1,1,0.99692756
Every time I see an establishment with paper straws I turn a little bit Republican,1,1,0.98667127
Love that someone broke into my car this morning,1,1,0.9899267
I hate you so much @Eagles,1,0,0.9991757
So weird how Venmo hasn’t venmoed me yet really thought I was the one,1,0,0.98495966
I love leaving the doctors office in tears. I need this kid to just decide to leave my body so we can be done and home together.,1,1,0.9945585
Joey the genius! I wish i was as brainy as him #towie,1,1,0.9428979
I'm hoping my social work class party is going to involve tequila and chip and salsa 💃🍹🎉👨,1,0,0.9994074
imagine being able to sleep haha can’t relate,1,1,0.97294545
only have to physically be in uni for an hour a week looool mmmm take my 9k xxxxx,1,1,0.99503577
Nice to see @Cardiffbus have started the new year off with the usual crap service. Just love waiting for a bus that doesn't turn up,1,1,0.9918566
Just gotta realize no ones interested in what I have to say 👌,1,0,0.97098476
nothing quite says hello 2020 like hypothermia 🥳,1,1,0.99615604
you know what’s a novel concept? rapists and sexual assaulters not only ruin the lives of their victims but also THEIR OWN LIVES. yeah. not the victims testifying. maybe if you didn’t want rape accusations then DON’T RAPE. also a novel concept.,1,0,0.9992267
"our lord and savior, frank ocean, has saved us all once again.",1,0,0.6782038
i stg i probably talk to my tv more than i do to actual people whoops rip social life,1,0,0.9994184
Will pessi sign for man city,1,1,0.99398535
Life is about eating chicken finger and getting drunk,1,0,0.9940112
I’m still confused about DaBaby’s point? Like would you have said “everybody without cancer out your lighters up”??? like what sir https://t.co/EqcbAEkIJM,1,0,0.99893826
ate a bagel with cream cheese earlier and the impending doom immediately vanished from my mind,1,1,0.68144983
my hobbies include leaving projects for the night before and then complaining that the teacher didn't give us enough time 🙃🙃,1,0,0.9975891
Death by Zara fitting room,1,1,0.9350239
Amazing how fast this team can go winning from 13 straight to losing three in a row. Lol. Horrible managing tonight. I really hope this Boone experiment is over soon.,1,1,0.9311451
"So my Twitter feed has to show me what tweets people I follow like. ...😐 If I unfollowed you, just know I'm tired of seeing porn",1,0,0.9994479
can't wait to cop tickets to see the cracker quartet,1,1,0.8471297
Hands up who remembers when EVERY blogger and their dog was a brand ambassador for Coconut Lane 😂,1,0,0.99878186
"employer: so what are your strengths
me: i’m smart i’m funny i’m nice i’m cool i’m creative i’m hardworking i’m made of wood i’m honest i’m fast i’m awesome i’m hot i’m chronically ill i’m little i’m in demand i’m",1,0,0.98799455
Who's ready for monsoon storms allllll weekend?!?!,1,1,0.9955978
Has any couple ever put furniture together and stayed together afterwards??? Asking for myself,1,0,0.99943465
"I spend the day sitting or napping, I ration my food like a psychopath, and I take one walk a day. I am my dog. #Covid_19 #CoronaVirusUpdate",1,0,0.99907994
Well. That went well. #BelgianGP,1,0,0.5725547
love waking up in a panic 🥴🥴,1,1,0.9941856
"Oh boy, a song I'm gonna play on repeat until it makes me physically ill to hear it! Thanks FOB",1,1,0.99541414
don’t make me rewatch panic 🤨,1,0,0.99910307
pay it forward is honestly one of the worst movies I've ever seen why would would anyone make an ending so sad I've been crying for 30 min,1,0,0.99931073
"hello to all three of my followers, this is my big return to twitter",1,0,0.99930906
we used to make fun of rich men for using 3in1 turns out they were never using anything at all 🤮,1,0,0.9952081
Thanks @myhermes for losing my parcel but giving me someone else's. I'm nice enough to go give it to them though. Please DM me back soon 😐,1,1,0.993083
Anyone need a body for a human sacrifice? Trying to find a valid excuse to not go to work today.,1,1,0.67495763
"@inkofreality @StrangerTings1 @nytimes You're so close to understanding baseline biasing. You can get there, I believe in you!",1,0,0.9975236
Mine and @livlawrencex snapchats are just stunning👌,1,0,0.9991696
They should just put a wall around the pitch to stop the ball going out,1,0,0.9740413
@32watto Neighbours,1,1,0.9765347
"My PS4 Pro has P.T on it, which is somewhat funny as it was taken down before the PS4 Pro was even released #konami #PT #SilentHills #Spooky #PlayableTeaser #Kojima",1,0,0.9993753
never drinking again,1,0,0.9946338
I reckon I could have put that in the net Morelos sir,1,1,0.718511
what a great day to be stuck inside 🙃,1,1,0.99368805
Happy birthday to me!! I’m 30! 😭,1,1,0.9911793
Every time you complain about neopronouns or xenogenders we add five more,1,0,0.9993405
naming my son onickolas in honor of my love for @NICKIMINAJ,1,0,0.9992723
"Enjoy the bars and vineyards✌🏻
Make sure to send postcards to the people dying in your local hospitals.  I’m sure they’ll be glad you’re not bored anymore",1,0,0.98559225
@jabadgo @Nibellion Don’t run it on a school-provided laptop,1,0,0.9984151
gotta love living in a country where it’s easier to get an AR-15 than it is to get coronavirus testing 😍😝,1,1,0.9872499
thinking about how no one is obsessed with me 💔,1,0,0.9992193
"If the sound of the rain outside wasn’t bad enough I’ve now got my neighbours climbing onto their roof and shouting ‘I love blowjobs’, perfect background noise for me trying to study 👍🏻",1,1,0.91708773
It was the jerseys,1,0,0.99813443
"Sooo... @adamlevine was that ""Nice!"" and double fist pump for the show or @shakira s ass that you were checking out? @NBCTheVoice",1,0,0.9985374
@MarkHendyHR Only joking... keep it real. HR professionals have a life too... 🤔,1,1,0.98904943
Shaving in the shower without your glasses/contacts is EXACTLY like performing blind surgery 👀🔪,1,0,0.97204065
if jesus was resurrected again i would vote for him,1,0,0.99912125
"New levels of desperation: sleep is now truly insignificant to me. In fact, it’s a downright annoyance.",1,0,0.99887544
"So I have an exam tomorrow, but likeee if the country is about to turn into a war zone does it really matter??",1,0,0.9988606
"Absolutely LOVE spider season! I love crying in fear. I love not being able to sleep. I love people telling me that I'm being ridiculous. I love hearing ""it's not gonna hurt ye"". I love using every orange peel, conker and peppermint oil known to man. I love fear. 😑",1,0,0.9791564
Getting a dog was single handedly the best and worst thing I’ve ever done..can’t imagine life without her and I can’t live without her.. Make sense?,1,0,0.9992907
cant wait to dance with harry styles and the delta variant at their concert in november!!,1,0,0.99795157
really honoured to have shared a coach today with a group of girls who didn’t know downing street was real and thought the prime minister and the queen lived together at buckingham palace,1,1,0.98070896
It’s “let’s see how many crumbs I can find in scarf” szn.,1,0,0.99871886
"The best part of going out, is waking up at 2PM the next morning wondering whether you're dead or not and what day it is. 😂😳😀",1,1,0.9950842
"Lucky for @JoelEmbiid , only MVPs get tossed for those kinds of fouls #76ers #ATLvsPHI #hawks #NBAPlayoffs",1,1,0.9965088
"@JasperSmiith @LentonDNRA @ShearerWest @registrarism @UniofNottingham @CllrDaveTrimble @SallyLongford @CllrDavidMellen @LilianGreenwood @MyLWE @MyNottingham Yeah just a coincidence that infection rates go up and down dependent on when students are in the area or not, also tallies in with the parties being attended by up to 3 times the amount of allowed attendees. Definitely not students 🤔🤦🏽‍♀️🙄",1,0,0.9896047
"The most 2020 quote of the year:

Me: we should go to the Van Gogh Museum!
Little Brother: is that the donny with one ear?",1,0,0.9994474
I’ve always known #Bez is my spirit animal but seeing the mess he makes on @MasterChefUK confirms it 100% what a legend that man is,1,0,0.99923027
"Nothing can be further from the kickoff of the NFL season than a pre-game performance by Ed Sheeran.

Nothing against him but he just doesn't inspire me to watch football.

#Football #NFL #Weak #TestosteroneDeficiency https://t.co/JTI2qgSxUq",1,0,0.9992955
I love when I learn about stuff I've apparently done and said from people😂,1,0,0.99867415
@sdeditgirl You should know a true Oregonian doesn't use umbrellas!,1,0,0.84366745
How is it possible that Sly Stallone’s ‘Cobra’ is both the best and the worst movie ever made?,1,0,0.9986815
people who say that they’re allergic to pineapple are pathological liars!!!!!!!,1,0,0.9993481
"I love calling my mom early in the morning and waking her up, I take it as pay back for all the times she never let me sleep in 😜",1,1,0.99521095
Great night last night! Muggins here is the commis chef crouched down in the corner. Seriously an honour to help raise money for @acf_uk and work alongside these stellar chefs. Thanks for having us @nickg67 @frontlinechef! https://t.co/mkiTEpMzaz https://t.co/SVgdFYHyi4,1,1,0.74272436
@GainzyXBT Actually I've extrapolated based on the last daily candle and it turns out BTC will be sub-zero by December. The math doesn't lie.,1,0,0.9959378
"""Should I wear my lime green pants?"" dad its 4th of july...",1,0,0.99868673
How does one find motivation to do basically anything? Asking for a friend.,1,0,0.9993844
Sick of being healthy already pissing like a racehorse !! Keep Well hydrated Han 4th litre of water 💧💦,1,0,0.9954015
James Harden is allowed to travel every time he drives apparently,1,0,0.9963605
South Park being taken off Hulu is the worst thing that’s happened to me personally in 2020 and like.. my dad died,1,0,0.99939084
do i like him or is his hair just curly??,1,0,0.99924797
“You’re never going to have a white boyfriend are you Jess” Nah don’t think so Mum,1,0,0.7788629
flew into a rage this morning bc i couldnt find my karaoke mic so yeah i would say things are going well for me,1,1,0.98882955
My favorite part about running on the track is seeing how high my heart rate gets just walking up the stairs to it.,1,1,0.9317734
Most people have security cameras for protection. Ours acts as a DVR,1,0,0.9910336
Is there a zombie apocalypse going on upper street,1,0,0.7912162
💫jsc bonding nights💫🥰🥳,1,0,0.9990984
tiktok's full name is tictactoetok,1,1,0.95391494
you ever completely embarrass yourself on zoom and decide to drop out of college?,1,0,0.99920815
thats it im packing my things and moving to italy see u all in a month xo,1,0,0.9987931
@kashirenaii i would never go to six flags with u,1,0,0.99938476
next person that puts beomsil on my tl has to deal w me crying on the floor,1,0,0.9990845
its 3 30 am and I have decided the only redeeming quality of a male is that I can put my freezing cold toes on him and leach his warmth,1,0,0.99588335
just met the love of my life don't text,1,0,0.9991461
bad romance by lady gaga is the best song to ever come out of the american music industry and anyone who says otherwise is a liar,1,0,0.99938416
"Well done to the guy who was charging down the stairs at Ealing Broadway and sent me flying, you made me cry.",1,1,0.97353834
Day 3 of night shift: “Can I get a triple shot puppuccinio?”,1,0,0.99618834
"Funny Quote of the Day: ""I believe in luck: how else can you explain the success of those you dislike?"" - Jean Cocteau",1,0,0.9978065
@trpalomo Those boots must be tasty for how much they're choking on 'em 💀,1,0,0.6458684
Good morning September... Hello tonsillitis :(,1,1,0.8930427
Someone should’ve had me committed the day I decided to buy a pair of non-stretch denim jeans,1,0,0.99824286
"@KellyMartin_UK @Morrisons You’re right, it’s all one big conspiracy. You should boycott the NHS too, they’re in on it as well",1,0,0.9927538
@SkySportsBoxing if i think you would have a chance against fury i mean its easy for some broken bodied old boy to beat the best in the world,1,0,0.9946985
Just saw a cop riding a segway?!! So glad my taxes paid for that.,1,1,0.99157363
It really bugs me when teachers uncap and recap highlighters three or four times per book when marking - Poor time management! #efficiency,1,0,0.7863786
"""I can't wait to be a piece of shit with a bachelors degree""",1,1,0.99159724
Love it when someone buys a £175 coffee machine in Paris with my debit card 😕,1,1,0.9938951
@RealCandaceO Ok so when does the anger and bitterness start? Just so I can prepare properly…,1,0,0.9439921
"I'm so glad the clocks just went back, I have this whole extra hour of insomnia to play with.",1,1,0.99429035
"Please consider map filters on online mutliplayer. Pretty pls, thanks @CallofDutyUK",1,1,0.9133527
Got a bloody screening invitation for a massive film - YES THAT ONE YOURE THINKING OF - and both screenings are on school days 😭 tempted to quit teaching tbh,1,0,0.99926156
Having morning sickness when you're not actually pregnant is all the fun,1,1,0.9921334
They really said you can’t have nice weather AND no lockdown for your bday this year huh,1,0,0.99876535
“it’s hotter in the america right now and it feels fine british people are just being dramatic 🙄” QUICK ARE YOU SAYING THIS INSIDE UR AIR CONDITIONED HOUSE ‼️‼️‼️,1,1,0.9778486
Just had a flashback about a boy and nearly threw up in my mouth,1,0,0.9992268
@Ciara87C @RachaelSmarty @SashaHumphreys2 my tinder convos have been leaked,1,0,0.9901579
