tweet,true_label,model_label,model_prob
From the man who helped make it so. Amazing how this bunch won't own their mistakes.,0,1,0.9229956
"Mercedes’ either lost a lot of pace or red bull found a lot, interesting tomorrow with red bull starting on the softs.",0,1,0.8283525
"I'm a bit biased but I have to say this was fantastic. The talent in the young people on our island is amazing. Well done everyone.
Please retweet if you saw the production and agree with me.",0,0,0.98694694
No of course not because there are no decent people involved in these attacks on him,0,1,0.92934066
"""Does Salah want to score today, even my grand mother could have scored that open goal!""",1,1,0.628183
"Boris Johnson is consistently a lying, cheating, deceitful bastard and the fact that his team held a christmas party in 10 Downing Street when he was telling the rest of the country to cancel Christmas celebrations sums up his hypocricy and then lies after the fact",0,0,0.90056723
"Smashing records and recently won a race by 38 seconds.

Does anyone genuinely think this is fair?",0,1,0.87337744
This makes me feel uneasy ngl,0,0,0.95223266
Leaving so much behind in 2021 with lessons learned. Come on 2022 be big and be beautiful 🤞🏻,0,0,0.9843763
I fed my children some sweets before bedtime and now regret it.,0,0,0.9834937
"Michael Carricks interview after the Chelsea game, ""i thought we were unlucky not to get the 3 points today"" 3 Points, i am sure you have to start shooting to score goals to win games !!!",1,0,0.8864366
"Oh, no, totally, don't wear a mask and cough and splutter around me. COVID'll be a fun little time..",1,1,0.9016191
Just upsetting to watch really 😢😢,0,0,0.98682654
Can't wait to sit at my desk for 7 and half hours. Back working harder than me...,1,1,0.99370617
"Finally home after spending 30 minutes staring at the back of a ""Ranger"" just north of Peterborough.

Just because of some roadworks.",0,0,0.98299915
I was waiting at the bus stop when the driver pulled up and said you waiting for a bus? I said no mate im waiting for a plane. He drove off.,1,0,0.92430705
Nice step yup yup up ⬆️,0,1,0.99281305
Think the chances of keeping 11 players on looking slim...,0,0,0.75884
Klich is an absolute liability in this team. Should be nowhere near it,0,0,0.97749364
How many jabs do you want us to have? 10? 20?,0,1,0.65727586
"Temp: 5.7�C. Humidity 71% Rain today 1.2 mm. Barometer 999.0 hPa, Rising quickly. Wind 9 mph W, WindRun 78.0 mi, Gust 12 mph.",0,0,0.9535063
"And when he leaves, don't bring him to United 👍
Don't forget to have an auction for Pogba too",0,1,0.8918046
I swear stupid people were put on this earth to test my anger management skills,1,0,0.8646874
Our country has been screwed over for the past decade by the Conservatives yet the people consistently vote them in despite literally everything they have ever done. What is wrong with people?,0,0,0.9797004
You can tell ted cruz cares about Texas.  He came back from Cancun to be with his fellow Texans,1,0,0.96932495
“Safety measures” ???? Are they safe? Where’s the long-term safety data ?,0,1,0.8142998
Need to get a foothold only one thing's gunna happen if we don't,0,0,0.9499404
And now Roberts is called for tripping,0,1,0.9559052
"mygers is a joke, 2 away games out of 10 and one half the population got",0,0,0.9715731
"Absolutely love it when I stay late at work to take someones photograph, remind them twice, and then they forget and leave before I can take it 🙂 ",1,1,0.9905558
"How kind of the Conservative party to cancel their Christmas get together this year, I mean they didn't have enough parties last year, did they?",1,1,0.8277602
And now doubled with further rises in the pipeline.,0,1,0.5301853
It's so weird how I look ugly in photos but I also look ugly in the mirror,1,0,0.8709867
I think we also need a conversation about truthfulness and impartiality in the media?,0,0,0.58481073
I’m sorry but both of those Chelsea penalties are terrible decisions,0,0,0.9418378
What a day that was 👌,0,0,0.92510366
This is just unbelievable. You hear 70 people died in a tornado in the USA in 2021 and wonder how and then you see this…,0,0,0.694938
Good news good luck my mate 👏🏻👏🏻👏🏻👏🏻,0,0,0.7873567
Pretty much sums it up 👌!,0,1,0.9696302
"Sadly, I think he will need it",0,0,0.97991115
Why does every single company need a christmas advert? Like whats the point they're all pointless after a certain point.,0,0,0.9768107
The universe could not stop the invention of the saxophone,0,1,0.532136
Just say he’s not playing this year,0,0,0.57798946
"Anthony Taylor is such a fair referee, I wish he was put in charge of more chelsea matches",1,0,0.85759735
This really is great news for such a worthy winner. Well done to the whole brilliant team at Windwave.,0,1,0.8235048
Wow really loving this new job I mean constantly being shouted at and barely earing a fiver an hour why did I not sign up earlier!!!,1,1,0.86326957
One game / year with an opinion💀,0,1,0.8735288
No one with a brain can Denise,0,1,0.64556605
"❤
My heart. Loving the music, the dancing. Loving life.",0,0,0.9651369
We love you James. Totally on our page. Please come and see us ❤️🙏🏻🌎🙏🏻❤️,0,0,0.9859465
"Strangely emotional tonight. No word of a lie reader tears were shed during ""Bad Boys For Life"" &amp; the Gavin &amp; Stacey Christmas Special",0,0,0.97086775
If I had to die or live in Newham I would literally hang myself,0,1,0.67655414
i go to my mums at every opportunity what was the absolute point in me moving out,0,0,0.9758615
Boris and his government team are pathetic,0,0,0.961122
i am sometimes one of the most blondest people out there its a pity my hair colour doesnt match which would make it the perfect combo haha,1,1,0.94197935
At least the lads can get some decent scran.,0,0,0.59550714
Norwich need to score whilst they’re on top.,0,0,0.81557244
Gonna rank gay town nights out (Liverpool),0,0,0.7107991
What about the mentally ill 👇👇👇👇👇👇👇👇,0,1,0.97800577
"Unlucky to lose today, was every bit as good as Chelsea apart from stupid mistakes. Buzzing for Joffy though! What a player that kids gonna be.",0,0,0.94564503
"HT, 2-0. One of those games we could’ve been at least four up. But Ødegaard is having a great game and we’re cruising. What’s not to love.",0,0,0.8455244
Sick of pretty much ✨e v e r y t h i n g✨,0,0,0.8271067
Starting on softs? Hmm.. wouldn’t make him favourite..,0,1,0.9707818
Merzbow limited edition 5th Generation fighter jet,0,0,0.9373995
Not getting carried away it was a good 3 points but they were absolutely woeful ....as they say you can only beat what's infront of you,0,0,0.9379163
can’t believe the covid vaccine made me lose a limb. i thought being tracked was the only side effect ,1,0,0.9539951
Home side now getting taking control of the game,0,0,0.8527682
Really impressed with the clear and unified messages coming from the government re Omicron and socialising over xmas!!,1,0,0.8802218
I am definitely ready for round 2 with the blue!,0,0,0.94262284
Pogba FC want him to stay still 🤣,0,1,0.6549507
"Once again the government tell us to do as they say, not as they do.",0,1,0.57927036
Well done Royston Primary &amp; Mr Doherty! 🎸🎅🏻🎄,0,0,0.96975905
Let's keep building the Africa that we want.,0,0,0.96524405
"🗣🎶""Hemmos on fire, your defence is terrified, nah nah nah nah nah nah nah..."" 🔥",0,1,0.8394138
5 penalty 1234 places 15 points gifted by Ref 🖐VAR Corrupt SKY League,0,0,0.8252045
"So the Lions fans think winning one game will change anything?  Sure, and I have a bridge to sell you. :)",1,1,0.9748136
"So big BJ threw an Xmas party in lockdown while nan spent it on her own, oh well I'm sure she had a great time anyway.",1,1,0.733403
Surely he's lifted his arm out of the way so it doesn't hit it?,0,1,0.9240471
"I would change the sentence a little and use different emojis: "" I really love it when I get to sit next to someone with no mask on the bus 😊!""",0,1,0.8601099
McDonald’s forgot to put the sauce in the bag,0,0,0.9816487
I enjoy being at work and can’t wait to come in everyday and see all my happy colleagues ,1,0,0.7973354
I can’t wait for Boris to wait until after Christmas to lock us down again so that I can’t go to Poland like I’ve been waiting for for half a year!,1,1,0.89045423
Otters... are Rotters!,0,0,0.94739056
What I would love to tweet right now 👀👀,0,1,0.97716117
Never a pen in a million years. However one in the 1st half was so I suppose it evens it’s self out. Harsh on Wolves who had defended brilliantly after Jimenez brain fart.,0,0,0.7915231
All weekend I've been dreading today.  I hate Mondays.  I feel rubbish.,0,0,0.98726803
I had a horrible day,0,0,0.9877159
Is there anyone in London who would like a free ticket to see the Prince of Egypt this evening?,0,0,0.81495094
"Getting a jab couldn't be easier, go and do it now!",0,0,0.63845557
The Country is rebelling against the Direction Government want to lead us in. The country says NO,0,0,0.9803467
"Great work again by Aspull Ward, well done all 👏👏👏",0,0,0.8085489
"You can bet if sickle cell affected predominantly White people, there would be free prescriptions",0,1,0.9504751
"Keeping Boris Johnson as prime minister might be good for the Labour Party, but it’s not good for the country",0,0,0.90317374
Volunteering my time tonight to fix up the punters of Leeds this evening. This should be an interesting shift 😅,0,1,0.9687482
not me drunkenly trying to book a hotel in London for tonight and booking for next Sunday 🥴,0,0,0.8455271
"Something major has happened on Kensington Road, can’t do a left at the top of Gloucester Road, police have closed it off",0,0,0.97195375
I hope Anthony Taylor is never put in charge of a Chelsea match again,0,0,0.72523415
Couldn’t join in with the Annie Rd singing about Gerard early. Full time felt right,0,0,0.9482191
"I love waking up to start work at 5am everyday. Even better when its Christmas, because there's nothing I love more than being surrounded by stressed out customers over food!",1,1,0.89235795
This is the weather for a leather shoot. 😅,0,1,0.9540838
Got my vaccine booster yesterday! 🔥🔥🔥,0,0,0.8561106
33’ west sub. Horwood on for Thompson. 0-0,0,0,0.8292064
"Free bars are dangerous. I’m never sick, last night I threw up in a bush infront of our legal director",0,1,0.90116376
"Yes, that's fine. Don't wash your hands when you come out of the gym toilets and go and touch all the weights. We're not in a Pandemic or anything...",1,1,0.5786668
Love it when someone with no mask chooses to sit next to me on the bus...😑,1,1,0.99021393
Come on McGrail!! Next big thing 🥊🥊,0,0,0.6551712
Tell people that most likely it will end up being burnt in an existing or planned incinerator … 🔥,0,1,0.8963583
Biden's ratings take another hit.,0,0,0.8151434
"Not sure if I’m unpopular or if Christmas cards are no longer fashionable,but the only one I’ve had so far this year is off the peoples postcode lottery. Worrying times….",0,0,0.94458777
"Salah and Mane can’t score for the life of them today, good job we’ve got Origi and Minamino to come on and make a difference!",1,1,0.956397
love &amp; light 💝,0,1,0.6283481
Am not sure Sol can get a 5min fighting penalty for that 🙈,0,1,0.7094661
"to all the anti-vaxxers out there, may you live every day as if it is your last... and improve the gene-pool.",1,1,0.59473914
"Spare left for Chelsea away this week, Everton Upper Shed, can get it off me at Palace tomorrow or from mine through the week.",0,0,0.9665158
Wo I just want to go home and cuddle my baby. This weather get as e be. 🙄,0,0,0.9860226
"Right, pack it in. I was smug with my Bernardo differential.",0,0,0.8071271
Another example of the need for systems based impact finance in city regions so that outcomes are achieved at much lower cost.,0,1,0.5474539
"Just need them to finish digging up Kettering, and maybe just maybe my work commute won’t be 40+ minutes anymore!",0,0,0.79062253
Drinks last night was a bit messy. May get some more beers tonight. Not sure though.,0,0,0.9831821
That Aboniki ehn!!! Dem no dey tell person,0,0,0.8333768
Sheffield Wednesday have beaten Southampton 1-0 and will be at home to Preston North North End in the 4th round of the FA Youth Cup,0,0,0.68814766
bruv hate to sound like someone’s nan but what a set on strictly,0,0,0.6775139
I finally decided to upgrade my WFH setup: Just bought a Sony a6400 + 16mm f1.4 lens + Elgato cam link.,0,0,0.9696249
All my socks are in the wash and my feet are cold,0,0,0.9894873
They broke the law. End of story. Doesn’t matter how ‘big’ it was.,0,0,0.7852357
Fantastic performance and result by Newport County. Great goals by Telford (again) and Azaz. Now 4th in league 2. UTC! 🖤💛,0,0,0.8180502
nevermind i can’t put them in,0,1,0.70873475
Tips in hospitality during the festive season make it all worth it!,1,0,0.84910285
Ye has too many hits man,0,0,0.9789932
Karen's experience &amp; those who have replied horrific x,0,0,0.9056248
Let’s call her and start saying something stupid maybe🤔,0,1,0.97472405
Well it's a good question 🤔,0,1,0.97479236
It's another wet and windy day in typically wet and windy Accrington.,0,1,0.58214575
"if a song has  Dakota in it automatic ⭐️⭐️⭐️⭐️

🎵every knew her as Nancy🎵",0,0,0.84087336
Forest are magic on and off the pitch...,0,0,0.7599999
"Unbelievable line by reg, goes in untouched cote 5 coney hill 0",0,0,0.9367805
"RIP Mike Nesmith, always watched repeats of the Monkees in the 80s during school holidays 💙💙💙",0,0,0.98385483
Between this and getting pied by someone I was dating today has not been great!!,0,0,0.7242758
This is the next Tory of honour and integrity who is lining herself up to succeed Johnson.,0,1,0.8549174
And that’s why we are utterly f*cked.,0,0,0.95384955
How scary would this be right outside your house! I don’t think that fine will stop him though:(,0,0,0.85597694
"My language matching our performance.
One more outburst and I'm have an early bath",0,1,0.59670156
"Just realized my phone call to my sister to wish happy birthday today was best done this morning, before our game, as her husband is Leeds!",0,0,0.9070078
The worst Guy Ritchie film ever and they didn't even use the P word 🤷🏻‍♀️,0,0,0.9333288
So you think the vaccine is a bad idea then. Glad you have that PHD in immunology!,1,1,0.9712256
He bottled throwing the headband on the floor again 😂,0,0,0.689413
ginny should not have ended up with harry because she's too boring,0,0,0.77097243
&amp; sadly this proves the point that I was making earlier in the week. 🤦🏻‍♂️,0,0,0.94587237
Why is Rashford still on and Sancho out?? Hmmnnn....Daddy G.O....I no see this one okk,0,1,0.52782243
"Yes, I am waiting for the bus, thank you.",0,1,0.97525036
On 10/12/21 at 10:30 the river level was 0.37m.,0,0,0.92583513
"West Ham vs Newcastle in the Fa youth cup later, I’d Chuck Perkins and Baptiste back in there 😂😂",0,0,0.60644674
Pleasure is all ours. Thank you,0,1,0.5235639
"I understand there are many reasons for not being vaccinated and that is perfectly reasonable.
The us and them blame is not.",0,0,0.9535038
"Steve Harmison could easily take on 98% of all Australians who wanted some, as long as it was in a car park, sripped to the waist in Northumberland.",0,1,0.6592963
Birmingham city will definitely not be getting promoted this season.,0,0,0.9194165
"The state of the LOTO, so many open goals missed. But hey let's remove all the democratic socialists from the Labour Party instead.",0,0,0.72416633
"It doesn't make any sense that the government wouldn't enforce face masks in bars, where social distancing is non existent. But you have to in a supermarket. ",0,0,0.7074939
"I mean, all I teach is critical race theory bc I’m a traitor to my race",1,1,0.86772424
"The Tories standing by Fat Savile must be up to their eyes in it, only explanation.",0,0,0.8839337
"I was thinking perhaps we may have been oversaturated with Keanu, but I was wrong. Shame on me.",0,1,0.75397366
I nominate this numb nut to have his citizenship revoked. You??,0,1,0.7275468
"Urgh, just put my hand in something wet and I have no idea what it is! Children are so messy!",0,0,0.98110837
Stop offering thoughts and prayers to gun victims  and pass meaningful gun control laws,0,0,0.85379094
I went to the best restaurant today for dinner. It was absolutely amazing. My steak was cold and the fries were rock solid. I expected my food to be mouth watering and it sure was when I had to wash each bite down with my drink.   ,1,0,0.9743009
"So, this renders testing, and even getting vaccinated absolutely pointless. I wish I hadn't bothered 😕",0,0,0.8394922
Rubbish,0,0,0.9356772
My gut feeling is always right.,0,1,0.6392344
"I would say, I wish there was a parenting manual that could help parents out for basic needs like social emotional help, how to make sure your child feels understood, and what things cause trauma in children.",0,0,0.9694818
"Gutted for the lad, rotten luck that, hope to see him back in Spring/Summer",0,0,0.980681
"Phew! Made hard work of that, thought we were going to blow it.",0,1,0.9346528
You are looking wonderful for your age.,0,0,0.50348103
"14

And Invicta counter causes the visitors problems but Ade’s shot is blocked

FIFC 1-0 HBFC",0,0,0.96086454
CLAYPOOL WITH THE CATCH OF THE YEAR 🔥🔥🔥🔥🔥,0,1,0.54681367
Klish deletes twitter. Am I surprised. No. Since we got promoted I've seen our support change. It's sad. MOT.,0,0,0.9781587
"Everton are doing awfully at the minute, not happy.",0,0,0.986747
"See, now it is official. The online conferences improve inclusion and sustainability.",0,1,0.8716008
"if you’re over fourteen years old and find Russel Howard funny, you’re still fourteen years old mentally",0,0,0.85882795
"your soft voice, kissing my heart..",0,0,0.8989617
"2 hours remain!
£191 prize pot so far, can we tip it over £200????",0,0,0.63734853
Myself in the number 10/2 positions,0,0,0.8855765
Properly worried about ending up with chipper now,0,0,0.91221374
Still looking for help on this please!,0,0,0.97846013
"I am sorry, I forgot, I only exist when you need something!",1,0,0.96257806
My anger management skills are being tested recently,0,1,0.76977277
"It would seem like Microsoft keep going through the emo stage in life. They're blue screen of death keeps turning black, started in 1999 then again in 2011 and now again in 2021",1,0,0.8654473
"⭐️Aspen interim ⭐️
 Head of Marketing communications and public affairs.
Prestigious membership brand with 400 years heritage",0,0,0.95894706
This is a sign of a growing problem and a threat to our children’s lives. These are human rights violations. Discrimination against disabled children is unlawful and must be stopped.,0,0,0.9779326
They're all corrupt. Eject the lot.,0,0,0.9586893
"nothing like being down £20 a week - choosing between food and bills this christmas, thanks DWP! <3",1,1,0.9500008
Full throttle? 11 players changed and playing the philosophy that the manager wants isn’t grounds for slagging! Especially when we win! Clutching at straws here!,0,0,0.95585614
It's the alamo,0,1,0.53998154
I hate wearing a face mask on public. I can't believe that the government have 'reintroduced having to wear them,0,0,0.9836215
Aidan Coleman what a man 💪💪 Well spoken,0,0,0.5422417
Such a bad start to the day - laptop is on the blink & i've just spilt a full cup of coffee. Get me to five o'clock ASAP,0,0,0.97690797
Did he do a Thierry 07?,0,1,0.7358253
"Wow, can’t wait to go into ANOTHER lockdown 🙄",1,1,0.98928285
"For the first time in a long time, I'm not working on a weekend.

Feels good ngl",0,0,0.58378273
"I have a cold. Definitely a cold but I feel Rotten and should be photographing a wedding tomorrow (which I also hate doing)

Joy",0,0,0.9535288
"You know the drill bro. Until he leaves, na my Coacheeeee
All ❤️ bro",0,1,0.7074765
"Heyman turns on Reigns, joins Brock and can Roman defeat Brock and Paul E?",0,0,0.55015975
My thoughts exactly 👇 and everyone knows the answer.,0,0,0.9303557
"It's a small thing, I have used Twitter for a while.

Never had  blue tick, or anything else granted me.

Someone must know.

Please ?",0,0,0.9149789
Unfortunately some people have short memories.,0,0,0.98486507
"Does Farra Williams do a few lines before coming on air, every time she’s on she talks at 100 miles an hour……",0,0,0.5710185
i got my first paycheck from my other job &amp; i make more in tips lmao,0,0,0.9195434
They been ON US since the layover lol,0,1,0.63650346
Wolves deserve to be beaten just for that.,0,0,0.6605736
2-6 after what looked a clear foul,0,0,0.59245455
Maya from selling sunset has lost her baby at 38 weeks 😢💔 can’t even begin to imagine how awful that must be,0,0,0.97971684
Thanks Boris Johnson for restricting travel abroad (again) due to the new virus strain and your concern for the public health. I heard next week your banning fast food beacuse thats just as dangerous right?,1,1,0.97669345
"Wind 2 mph E. Barometer 1030.5 hPa, Pressure trend. Temperature 7.1 °C. Rain today 0.0mm. Humidity 78%",0,0,0.8959826
Not often that freelancers get invited to work events. Really appreciated it. Had a fantastic time! ❤️,0,0,0.96760243
Quick question for my politicos. At what point do we call the UK a straight up Nationalist country?,0,1,0.8779997
"Wind 8.0 mph N. Barometer 998.5 hPa, Rising quickly. Temperature 4.8 °C. Rain today 0.0mm. Humidity 83%",0,0,0.9053
Stupid from Jimenez for the second but the first was never ever a yellow card,0,0,0.7737858
The PM is a twatt who thinks giving nurses a 1% pay rise is a good thing.,0,1,0.5432362
They're blind if they can't.  Makes me more determined to support him!,0,0,0.703526
See the boys in action tomorrow night as the Tip Off returns!,0,0,0.9821071
I have every confidence in our government’s Covid action plan this Christmas 🙄,1,0,0.7221326
"I’m guessing Jack Doyle will be finding out what the underside of a bus looks like very, very soon then….",0,0,0.69788104
"76’ Final sub for the Scholars:

⬅️Moore
➡️Edwards

Loughborough 3-0 Sandbach Utd",0,0,0.9061442
Cuts to social services result in tragedy.,0,1,0.7419746
I love that we have to always pay by cash at the barbers. Sure would be a lot easier if they took card...,1,1,0.99077433
A lot of players need to leave that Chelsea team,0,0,0.9729302
"Gooch must have scored a few on ""96",0,1,0.7022776
Good article which tackles the complex issues facing the creative sector and the pipeline for our talent,0,0,0.9358319
If the decision is now down to the Home Secretary he's more or less f*cked.,0,0,0.60455555
New years resolution this year is to pick up some more self distinctive habits.,0,0,0.97684574
Tomorrow night  I have a Christmas party with my slimming group cannot wait for it,0,0,0.54178745
I'm so glad that the police have decided that historical crimes are no longer of interest; there's a couple of my haircuts from the early 90s that I can now forget about...,1,1,0.9029656
I’m feeling that line up I can’t lie,0,0,0.95963556
"Another great patch guys, you fully used the test server!",1,0,0.8706716
My location accidentally came up on twitter.. was trying to get rid if it.. and now it somehow says 'Allotment' 🤷🏼‍♀️🤷🏼‍♀️🤷🏼‍♀️🤷🏼‍♀️🤷🏼‍♀️,0,0,0.88423645
Omicron is an anagram for no crimo (No chrimbo),0,0,0.79986066
"Missed conversion, 0-36",0,0,0.92445415
"Ahw, the topless old biker guy that sits outside Starbucks every morning had a t-shirt on today. Christmas is coming! ❤️🎄",0,1,0.7331449
Love it when the milk is out of date when you buy it ,1,1,0.9877337
I hate it when a restaurant ignores my dietary requirements,0,0,0.9534261
"This patch was terrible. You have a public test server, why didn't you test it out there?",0,0,0.95649606
Early morning alarm call when whoever was on stag lit the puffing billy 🔥 💥,0,1,0.5500433
The PM's 'Plan B' announcement is obviously a diversionary tactic,0,1,0.9111864
Awwwwww man my teeeeeeeth!!! Mouths be elastic banned shut!! Help,0,0,0.7054155
Their reason for grabbing and holding on to power is to scam as much money from us ordinary citizens (proles) as they can. They see this as enterprising and virtuous. I see it as corruption and theft.,0,1,0.5381542
"I hate not getting a graduation ceremony especially when I spent so long working on my degree and I'm in over £50,000 worth of debt because of it",0,0,0.9903791
Intels is an incredibly bad load of crap.,0,0,0.9341226
"Aye these vaccines are dangerous to your health like. But see the charlie that you put up your nose at weekends, totally fine.",1,0,0.52866244
Because of lying MSM UNIONS AND ACTIVIST NURSES DOCTORS 🤬🦠😡,0,1,0.8910017
"Sound advice but nearly all of our customers have paid deposits for the next 2 weeks, they’re not going to cancel their nights out.",0,0,0.93708074
You look great! (I’d keep it short and sweet and make no reference to either the dress or her figure).,0,0,0.7880065
"“Everybody has a skull dad”
“Jellyfish don’t”
“Jellyfish aren’t people!”
“You take that back Sophie! Jellyfish are people…”

Wha?",0,0,0.77616066
"hello @dwp, i am upset because i have to choose between affording bills and food because you lowered payments that were already low",0,1,0.70440227
"Love a good cat story, especially a Co-op cat... 💙😻💙",0,1,0.6041214
Woken up to no power so getting ready in the pitch black with no hot water 😭,0,0,0.97960484
Might be 3-4 spare for tomorrow. Face value sat together. DM me if anyone is interested.,0,0,0.9197255
"Test cricket is brill, isn’t it?!",0,1,0.8299815
Plenty of Addicts are Alcoholics and some Alcoholics are addicts too but then there are exceptions.,0,0,0.8838448
Love it when I get disturbed three times in the bath to be asked where things in the house are!!,1,1,0.9917177
"This weather is really making me want to put shorts on, flock to the beach and get the deck chair out.... Yeah right!!!",1,1,0.85599554
I am livid that this government think it is acceptable to ask the country to lockdown whilst they had parties in No. 10.,0,0,0.87884915
Neil you need to stop putting nonsense like this out what medical qualifications have you got why all know that these vaccines reduce deaths by a large margin,0,1,0.704034
"Debating where to go to away to in June, I miss STA Travel",0,0,0.9910782
You have a lot of interesting thoughts! Thank you!,0,0,0.5262347
Goal for our client George Honeyman 👏🏽,0,0,0.9089078
I have reached “making my Xmas day gravy” levels of acceptance that our holiday is screwed 😭😭😭😭,0,0,0.9863375
"Labour controlled Wales actively closing businesses down, says it all really",0,1,0.8293672
My whisky of the month for November just got a wedge taken off it!,0,0,0.9581433
"If you truly love someone, just remember this. They will dump you for someone better :)",1,0,0.9419026
The worms have turned. Being on the side of the grim reaper will cost them desperately needed circulation.,0,0,0.8462324
Sure you do! Doesn't everyone?! I do it everyday!!!,1,1,0.92025423
This looks dramatic.   Q3 is interesting.  If anyone  doing  race reviews in the week.  Please add  Q3  start,0,0,0.94393206
Imagine Bawheid lying !!,0,1,0.86176795
i want my £500 back too,0,0,0.9761987
"Omicron seems to be a big threat, I think we should drop inquiries into last years parties and focus on this instead.",0,0,0.92379516
I think we might want to worry a little more about the risks posed by the Omicron variant than fretting over a Zoom quiz that took place a year ago.  Just a thought.,1,0,0.6567669
"Sure, vaccines make no difference to Covid spread; that's why the hospitals are full of unvaccinated people. Are you able to do the maths?",1,1,0.77545583
I'm really nervous for my first driving lesson today. It's so dangerous and I'm scared.,0,0,0.99030674
"Thank you Laura 😊
 I try 💖",0,0,0.8967604
"Global outward looking statesman who made a difference to Europe and the world
History will be kind to Angela",0,0,0.7020046
"OMG he was out of his depth and to be honest ""useless""",0,0,0.9749981
This deserves a large retweet 🌓,0,0,0.68405646
How can u be a footballer and STILL look like a full on junkie,0,1,0.74906975
"Love how modern society has the same rules for everyone, regardless of your job or background. Really brings the country together!",1,1,0.9726415
I am really hating this work I get paid nothing and get constantly shouted at!,0,0,0.96930516
"Life is a billionth of a billionth chance.But the insisting pulse of a beginningless universe which gives us humans 1 chance to be its crown,here in fact!",0,0,0.9631061
"This conversation must be driven by the 94%.

The 6% have been pushing for change.",0,0,0.51712435
I've been positive and booked tickets for me and mum to go see Mark Rylance in Jerusalem next August.,0,0,0.9758546
The reasoning behind the tightening of travel restrictions in the UK is flawed - If the goverment had real concern for the public health fast food would have been banned years ago.,0,0,0.90388036
Upand dressed at a reasonable time once again now that I have a new bathroom floor down,0,0,0.88625264
"14:44 Temp. 7.2°C, Hum. 73%, Dewp. 1.6°C, Bar. 1004.1 hpa, Rain Today 0.1000 mm",0,0,0.9251755
People couldn’t be lazier at work if they tried,0,0,0.55069184
Group of lads in a pub in Sheff just shouted SIUUU. Wish that asteroid would hit,0,0,0.9409477
"I would prefer to take advice from people who are actually qualified in the subject matter, in this case, scientists. ",0,1,0.8877995
Supporting Cardiff isn't good for your health.,0,0,0.958835
We want to help with this,0,0,0.980857
I'll have a fresh tattoo in 5 weeks &amp; I cannot wait,0,0,0.97719496
Seems like a good time as any to try out this The Matrix thingy,0,1,0.73975325
my darling my dear my darling,0,0,0.9855231
Beautiful Jordan Davies 👏👏 get in! ❤️,0,0,0.8863237
"Aha, my thoughts exactly. We are on which day now of the “vacation”?",0,1,0.5044343
Sad news. RIP,0,0,0.98129106
Norwich need to score whilst they’re on top.,0,0,0.81557244
The best thing about being in business is not having to report to anyone to make decisions.,0,0,0.8787758
"Big enough tae calm him a fenian, big enough to get a belt in the jaw!",0,1,0.9338539
Yes - I called it first 😁,0,1,0.94314206
Lose some weight before restaurants ban  you lad.,0,0,0.5947991
"""Do a PhD, it'll be fun and rewarding,"" said no clinically sane person. Ever. I repeat. Ever.",1,1,0.7506514
"I'm sure I'm getting more laid back about the whole virus thing.  There is speculation about a possible lockdown after Christmas, and I've got to the stage of ""never mind, we've had 3 already...""",0,0,0.89080215
"It's beggars belief that the MET Police suggest they can't, or won't, investigate crimes that have already been committed.",0,1,0.54428935
"Please I really want to watch Pepe..atleast make I see am live on the 21st.
This freeze out isn’t worth it at all",0,0,0.9873275
Breaking news: Pubs and bars the latest cure for COVID.,1,0,0.84355843
"Game of the Year goes to Yakuza Like A Dragon, special mention to Yakuza Zero.",0,0,0.5681245
We're heading to Lowestoft for lunch. We've saved up four pounds each.,0,0,0.9083088
Come On Chelsea! Let’s do this!,0,0,0.8008118
Vaccines do make a difference with covid spread - scientific studies have shown a definitive link between the current NHS wards being full of people seriously ill with covid and those people being mostly unvaccinated. Its putting a big strain on the NHS.,0,0,0.96074814
"Played football tonight.

Am already suffering.

I am old.

That is all.",0,0,0.8391515
"'This guys stinks in the nostrils of decent people'
Quite a watch I have to say......",0,1,0.8710929
What a stupid take on football this is 😂😂😂,0,0,0.7595017
How's a guy supposed to shop for wife's birthday and Christmas in Aberdeen since John Lewis and Debenhams deserted the city?,0,0,0.9745457
Did I not love enough to keep your attention on and on?,0,1,0.88937443
"Why does Ramish think he can  stop my kitchen rennovation because of the noise? His kids are not exactly quiet or competent when they play their musical instruments, lets just say my dog makes a better sound.",1,1,0.71411127
Just watched first two episodes of Just Like That! I don't think having half a bottle of red helped,0,0,0.98596245
"Politicians are nothing more than a corrupt, vile, self-serving wastes of thieves with a contempt for the electorate they purport to serve.",0,0,0.9620088
I see all the reasons Mark has put forward and they are well explained but you need to ask yourself what is he looking at getting out of this ??,0,0,0.9207114
"Right I need to wrap the Christmas  presents , can't put it off any longer
😭😤🌲🎁",0,0,0.98530406
"Ugh bad parking really gives me the sh*ts. I’ve just left a note on a neighbour’s car. In my sleep deprived state, I managed to remain civil.",0,0,0.95383114
Congratulations on winning for an excellent project,0,0,0.85772973
Why didn't they postpone the game like spurs did with having so many covid outbreaks 🙄 ridiculous,0,1,0.80016583
No football tomorrow due to covid 😡 😡 have to find my football fix locally..,0,0,0.9645033
Some children are just awesome ❤️,0,0,0.85272473
The outlook for weather in Manchester today is rain.,0,0,0.92456174
Which of the D20 Authors’ books is hidden here? Have a guess for a chance to win it!,0,1,0.6528972
"Wow… look at me… am smart!

Yes, bicycles have a carbon footprint, but it’s lower than if everyone had a car.

Also, why do people have fetish to talk about Lycra all the time…",0,1,0.93991786
